"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
35,"blue-collar","married","basic.9y","no","no","yes","telephone","may","thu",220,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
58,"admin.","married","university.degree","no","no","no","cellular","aug","wed",460,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
30,"technician","single","professional.course","no","yes","no","cellular","jul","tue",206,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
57,"retired","married","basic.4y","unknown","no","no","telephone","jun","thu",76,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
30,"blue-collar","single","high.school","no","no","no","cellular","may","wed",22,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
44,"blue-collar","single","basic.9y","unknown","no","no","telephone","may","thu",122,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
42,"admin.","married","university.degree","no","yes","no","telephone","may","mon",261,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
55,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","mon",262,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
51,"entrepreneur","single","unknown","no","yes","no","telephone","may","mon",97,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
50,"blue-collar","divorced","basic.4y","no","yes","no","telephone","jun","wed",30,22,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
32,"blue-collar","married","basic.4y","no","yes","no","telephone","nov","thu",111,8,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,0
49,"services","married","high.school","no","yes","no","cellular","may","mon",165,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,0
48,"self-employed","divorced","high.school","no","yes","no","cellular","nov","mon",82,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
38,"technician","married","university.degree","no","yes","no","cellular","nov","thu",82,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
30,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",149,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
30,"services","married","professional.course","no","no","no","cellular","may","mon",66,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
45,"blue-collar","married","unknown","no","yes","no","cellular","apr","fri",666,3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
48,"technician","married","basic.4y","unknown","yes","yes","telephone","may","mon",207,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
43,"admin.","married","high.school","no","yes","no","cellular","jul","mon",231,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
60,"retired","married","basic.9y","unknown","no","no","cellular","aug","wed",707,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,1
46,"management","married","basic.6y","no","no","no","cellular","may","mon",966,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,1
59,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","mon",106,10,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
39,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu",332,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
30,"blue-collar","single","high.school","no","yes","no","cellular","jul","tue",186,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
48,"technician","married","high.school","no","no","yes","cellular","oct","thu",288,3,999,0,"nonexistent",-3.4,92.431,-26.9,0.722,5017.5,1
52,"technician","married","university.degree","no","no","no","cellular","may","thu",211,1,3,4,"success",-1.8,93.876,-40,0.677,5008.7,1
72,"retired","married","professional.course","no","no","no","cellular","sep","wed",1,1,999,1,"failure",-1.1,94.199,-37.5,0.886,4963.6,0
57,"blue-collar","married","basic.4y","no","no","no","cellular","may","tue",674,2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,0
40,"admin.","single","high.school","unknown","no","no","telephone","may","wed",261,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
51,"blue-collar","married","high.school","unknown","yes","no","cellular","jul","wed",105,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
36,"technician","married","professional.course","no","no","yes","cellular","apr","fri",239,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
31,"entrepreneur","single","basic.9y","no","no","no","telephone","may","fri",341,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
26,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","mon",123,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
36,"admin.","married","professional.course","no","yes","no","telephone","jun","tue",129,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
51,"blue-collar","married","basic.4y","unknown","no","no","cellular","nov","tue",103,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
38,"admin.","married","high.school","no","yes","no","telephone","nov","wed",125,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
33,"technician","single","university.degree","no","yes","no","cellular","may","mon",340,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,0
37,"blue-collar","married","professional.course","no","no","no","telephone","may","tue",318,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
50,"technician","single","university.degree","no","yes","no","telephone","apr","fri",634,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,1
49,"services","divorced","high.school","no","no","no","telephone","jun","thu",138,2,999,0,"nonexistent",1.4,94.465,-41.8,4.955,5228.1,0
56,"admin.","married","basic.6y","unknown","no","no","cellular","aug","thu",102,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
38,"blue-collar","married","basic.4y","no","no","no","cellular","apr","tue",239,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,0
30,"entrepreneur","divorced","basic.6y","no","no","no","cellular","may","thu",422,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
41,"technician","divorced","professional.course","no","yes","yes","cellular","aug","thu",100,2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
33,"technician","single","university.degree","no","yes","no","cellular","aug","tue",80,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
37,"technician","single","university.degree","no","yes","no","telephone","may","thu",237,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
36,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","tue",99,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,0
31,"unemployed","single","university.degree","no","yes","no","cellular","aug","tue",77,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
41,"admin.","married","university.degree","no","yes","no","cellular","jul","tue",826,1,999,1,"failure",-2.9,92.469,-33.6,1.044,5076.2,0
28,"self-employed","married","basic.9y","no","yes","no","cellular","may","fri",1111,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,1
44,"technician","married","professional.course","no","yes","yes","cellular","may","thu",292,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
32,"technician","single","university.degree","no","yes","no","cellular","aug","wed",158,5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
30,"technician","married","university.degree","no","no","no","telephone","may","tue",169,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
31,"blue-collar","divorced","high.school","no","no","no","cellular","may","wed",156,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
47,"retired","married","basic.4y","unknown","unknown","unknown","telephone","may","wed",441,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
42,"technician","single","professional.course","no","no","no","cellular","may","wed",531,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,1
43,"unemployed","divorced","basic.9y","no","yes","no","cellular","jul","tue",187,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
36,"technician","married","high.school","no","yes","no","telephone","may","mon",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
53,"technician","married","professional.course","no","yes","no","cellular","aug","thu",100,1,999,1,"failure",-2.9,92.201,-31.4,0.883,5076.2,0
35,"technician","single","high.school","no","yes","no","cellular","jul","wed",294,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
56,"technician","divorced","university.degree","unknown","no","no","cellular","jul","thu",384,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
36,"admin.","married","high.school","unknown","yes","no","telephone","may","fri",147,14,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
25,"admin.","single","high.school","no","no","no","cellular","jul","wed",55,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
41,"technician","married","university.degree","no","yes","no","telephone","jun","tue",153,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
25,"services","single","high.school","no","no","no","telephone","jun","wed",297,3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
36,"admin.","single","unknown","no","yes","no","cellular","mar","thu",231,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.635,5008.7,0
40,"retired","single","high.school","no","yes","no","cellular","apr","mon",166,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
30,"technician","married","professional.course","no","yes","no","cellular","mar","tue",105,1,999,1,"failure",-1.8,93.369,-34.8,0.655,5008.7,0
39,"technician","married","professional.course","unknown","no","no","telephone","jun","wed",401,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
40,"admin.","single","professional.course","unknown","no","yes","telephone","jun","fri",36,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
31,"technician","married","professional.course","unknown","unknown","unknown","telephone","aug","thu",128,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
44,"management","married","basic.9y","no","no","no","cellular","may","tue",296,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
47,"management","divorced","university.degree","no","yes","no","cellular","nov","mon",131,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
47,"management","married","basic.4y","unknown","no","no","telephone","may","fri",463,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
48,"blue-collar","single","basic.9y","no","yes","no","cellular","apr","tue",85,1,999,1,"failure",-1.8,93.075,-47.1,1.423,5099.1,0
27,"services","single","high.school","no","yes","no","telephone","may","fri",274,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
43,"management","married","university.degree","no","yes","no","cellular","may","wed",192,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
34,"management","married","university.degree","no","yes","no","cellular","nov","thu",140,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
29,"services","married","professional.course","no","no","no","cellular","may","thu",1051,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
43,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","fri",217,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
27,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",193,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099.1,0
62,"blue-collar","married","basic.4y","no","yes","yes","cellular","nov","mon",152,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.719,5017.5,0
51,"self-employed","married","basic.4y","no","no","no","cellular","nov","mon",189,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
32,"admin.","married","high.school","no","yes","no","cellular","nov","thu",90,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
28,"admin.","single","university.degree","no","yes","no","telephone","may","mon",267,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
29,"admin.","single","university.degree","no","no","no","cellular","aug","fri",97,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
40,"technician","married","professional.course","no","yes","no","telephone","oct","tue",10,1,999,0,"nonexistent",-1.1,94.601,-49.5,0.956,4963.6,0
35,"blue-collar","divorced","basic.9y","no","no","no","cellular","jul","tue",658,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,1
36,"self-employed","single","university.degree","no","no","yes","cellular","jun","mon",458,1,4,4,"success",-1.7,94.055,-39.8,0.72,4991.6,1
53,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","thu",79,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
43,"technician","single","university.degree","no","no","yes","cellular","nov","fri",122,5,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,0
31,"services","single","basic.9y","no","no","no","telephone","may","fri",1044,5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,1
37,"management","single","university.degree","no","yes","no","cellular","jul","tue",188,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
28,"unemployed","married","high.school","unknown","yes","no","telephone","may","tue",155,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
26,"services","single","unknown","no","yes","no","telephone","may","fri",536,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
45,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","thu",322,11,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
28,"admin.","married","high.school","no","unknown","unknown","cellular","may","thu",430,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
31,"admin.","married","university.degree","no","no","no","cellular","nov","thu",282,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
51,"technician","married","high.school","no","yes","no","cellular","may","mon",170,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,0
30,"admin.","single","professional.course","no","unknown","unknown","cellular","jun","thu",246,1,7,1,"success",-2.9,92.963,-40.8,1.26,5076.2,1
28,"blue-collar","married","basic.6y","no","yes","no","telephone","may","tue",312,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
30,"services","single","high.school","no","no","no","cellular","may","mon",700,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,1
41,"blue-collar","divorced","unknown","no","yes","no","cellular","jul","tue",242,7,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
40,"admin.","married","university.degree","unknown","no","no","telephone","nov","mon",16,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
55,"services","married","unknown","unknown","yes","no","cellular","aug","wed",341,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
38,"services","married","high.school","unknown","no","no","telephone","jun","thu",305,5,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
30,"admin.","married","university.degree","no","no","no","cellular","jul","wed",397,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
36,"technician","married","professional.course","no","yes","no","cellular","may","wed",731,1,10,1,"success",-1.8,92.893,-46.2,1.334,5099.1,1
28,"admin.","single","university.degree","no","yes","no","cellular","mar","thu",370,1,9,1,"success",-1.8,93.369,-34.8,0.643,5008.7,0
28,"admin.","married","high.school","no","yes","no","telephone","may","fri",236,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
53,"admin.","divorced","university.degree","no","no","no","telephone","jun","fri",1330,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
37,"entrepreneur","married","university.degree","no","no","no","cellular","nov","tue",543,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,1
39,"services","married","high.school","no","yes","no","cellular","jul","thu",68,2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
29,"management","married","university.degree","no","no","no","cellular","nov","wed",138,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,0
58,"management","married","university.degree","no","no","no","telephone","jul","tue",55,1,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,0
45,"technician","single","university.degree","no","yes","no","cellular","nov","fri",201,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
28,"unemployed","married","basic.9y","no","yes","no","cellular","may","fri",349,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
29,"admin.","single","high.school","no","no","no","telephone","jun","fri",433,4,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,0
32,"admin.","single","professional.course","no","yes","yes","cellular","mar","tue",81,1,999,0,"nonexistent",-1.8,92.843,-50,1.614,5099.1,0
44,"self-employed","divorced","high.school","no","yes","no","telephone","jun","mon",123,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
31,"technician","single","university.degree","no","no","no","cellular","aug","wed",559,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
47,"admin.","single","university.degree","no","no","no","cellular","jun","wed",78,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,0
35,"admin.","single","high.school","no","no","no","telephone","may","tue",339,4,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,0
29,"services","single","professional.course","no","yes","yes","cellular","aug","thu",99,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
37,"admin.","single","university.degree","no","yes","no","telephone","jun","mon",540,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
32,"services","married","high.school","no","no","no","cellular","may","tue",79,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,0
40,"entrepreneur","divorced","university.degree","no","no","no","telephone","jun","mon",146,3,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,0
35,"services","single","high.school","no","yes","no","telephone","mar","tue",187,3,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,1
42,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","wed",138,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
28,"admin.","single","university.degree","no","yes","no","cellular","may","fri",50,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,0
46,"entrepreneur","married","university.degree","no","yes","no","telephone","may","mon",105,11,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
26,"admin.","single","basic.9y","unknown","yes","no","cellular","may","thu",661,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,1
49,"technician","married","university.degree","no","no","no","cellular","may","thu",188,1,999,1,"failure",-1.8,93.876,-40,0.699,5008.7,0
41,"technician","married","university.degree","no","yes","no","cellular","aug","tue",27,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
43,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","wed",239,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
43,"admin.","married","high.school","no","no","no","telephone","may","tue",157,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
59,"retired","married","professional.course","unknown","no","no","telephone","may","mon",107,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
21,"student","single","high.school","unknown","no","no","cellular","may","fri",885,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,1
57,"technician","divorced","unknown","no","yes","yes","telephone","jun","tue",237,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
50,"blue-collar","married","basic.4y","no","no","no","cellular","aug","wed",153,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
34,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",1038,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,1
24,"admin.","single","professional.course","no","yes","no","cellular","jul","mon",171,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
45,"housemaid","divorced","university.degree","no","no","no","telephone","may","tue",834,6,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
35,"services","single","high.school","no","yes","no","telephone","may","fri",473,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
27,"management","single","university.degree","no","no","no","cellular","may","mon",52,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,0
40,"technician","married","professional.course","unknown","yes","no","cellular","nov","wed",147,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,0
33,"services","married","professional.course","no","yes","no","cellular","jul","wed",192,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
46,"entrepreneur","married","basic.9y","no","no","no","telephone","may","mon",241,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
35,"admin.","married","high.school","no","no","no","telephone","may","tue",297,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
35,"admin.","divorced","university.degree","no","yes","no","cellular","nov","fri",102,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
42,"services","divorced","high.school","unknown","no","no","telephone","jun","thu",111,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
51,"technician","married","professional.course","no","yes","no","cellular","nov","fri",229,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
36,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",80,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
37,"management","single","university.degree","no","yes","no","cellular","may","tue",42,1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,0
44,"management","single","high.school","no","yes","no","cellular","may","mon",504,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,1
34,"housemaid","divorced","high.school","no","no","no","telephone","may","fri",553,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,1
57,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu",154,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
43,"blue-collar","married","basic.4y","no","yes","no","cellular","may","tue",1182,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,1
30,"admin.","single","high.school","no","no","yes","cellular","jul","mon",101,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
35,"technician","single","university.degree","no","no","no","cellular","jun","mon",516,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.72,4991.6,0
38,"housemaid","married","basic.6y","unknown","yes","no","telephone","may","fri",153,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
37,"admin.","single","high.school","no","yes","no","cellular","jul","tue",316,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
43,"unknown","married","high.school","unknown","yes","yes","telephone","may","thu",367,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
45,"entrepreneur","married","university.degree","no","yes","no","cellular","jun","fri",247,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,0
31,"technician","single","high.school","no","no","no","cellular","may","wed",37,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
21,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",281,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
43,"services","married","professional.course","no","yes","no","telephone","may","tue",614,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
37,"entrepreneur","divorced","university.degree","no","yes","no","cellular","jul","wed",224,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
35,"unknown","single","basic.4y","unknown","yes","yes","telephone","may","mon",374,6,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
54,"blue-collar","married","basic.9y","unknown","yes","no","cellular","aug","tue",439,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
31,"services","married","high.school","unknown","no","yes","cellular","jul","thu",205,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
43,"admin.","married","university.degree","unknown","no","no","cellular","aug","tue",101,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
34,"technician","married","professional.course","no","yes","no","cellular","jul","thu",11,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
35,"technician","married","university.degree","no","yes","yes","cellular","sep","thu",62,3,999,0,"nonexistent",-3.4,92.379,-29.8,0.743,5017.5,0
24,"student","single","high.school","no","yes","no","cellular","may","wed",329,1,1,2,"success",-1.8,93.876,-40,0.672,5008.7,0
42,"technician","single","high.school","unknown","yes","no","telephone","may","wed",617,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
51,"blue-collar","divorced","unknown","unknown","no","no","telephone","jun","wed",220,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
45,"blue-collar","married","basic.6y","no","yes","yes","cellular","aug","thu",425,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
26,"admin.","married","high.school","no","yes","yes","cellular","oct","mon",126,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.731,5017.5,0
44,"admin.","married","high.school","no","no","no","telephone","jul","wed",100,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
34,"admin.","divorced","university.degree","no","no","no","cellular","aug","wed",105,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
38,"admin.","single","university.degree","no","no","no","cellular","may","thu",219,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
41,"services","married","high.school","no","no","no","telephone","may","mon",139,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
51,"admin.","married","university.degree","unknown","yes","no","cellular","aug","tue",507,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
45,"blue-collar","married","basic.6y","unknown","yes","no","cellular","aug","thu",90,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
40,"services","married","basic.6y","unknown","no","no","telephone","may","mon",199,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
58,"retired","married","basic.4y","unknown","no","no","cellular","aug","mon",454,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
44,"technician","married","professional.course","no","yes","yes","cellular","may","thu",292,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
34,"management","single","university.degree","no","no","no","cellular","may","fri",261,2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,0
44,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","mon",369,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
41,"admin.","single","university.degree","no","no","no","telephone","may","wed",349,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
41,"admin.","married","university.degree","no","no","no","cellular","aug","fri",106,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
43,"blue-collar","single","basic.4y","unknown","no","no","telephone","may","wed",339,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
47,"blue-collar","single","basic.4y","no","yes","no","cellular","may","fri",87,2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,0
53,"blue-collar","married","professional.course","no","yes","yes","telephone","may","thu",418,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
48,"unemployed","married","professional.course","unknown","yes","yes","telephone","nov","fri",83,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
39,"blue-collar","married","basic.9y","unknown","yes","yes","telephone","may","tue",358,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
39,"entrepreneur","married","basic.6y","no","no","no","cellular","sep","tue",106,4,16,2,"failure",-3.4,92.379,-29.8,0.819,5017.5,0
22,"student","single","basic.9y","no","no","no","cellular","mar","fri",84,1,999,1,"failure",-1.8,93.369,-34.8,0.653,5008.7,0
58,"retired","married","university.degree","no","yes","no","telephone","may","mon",101,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,0
